district,state,month,normal_temp_c,normal_rainfall_mm,normal_humidity_pct
Golaghat,Assam,1,16,15,78
Golaghat,Assam,2,18,20,75
Golaghat,Assam,3,22,60,72
Golaghat,Assam,4,26,120,75
Golaghat,Assam,5,28,200,80
Golaghat,Assam,6,29,320,88
Golaghat,Assam,7,29,360,90
Golaghat,Assam,8,29,310,89
Golaghat,Assam,9,28,230,87
Golaghat,Assam,10,26,120,82
Golaghat,Assam,11,21,30,78
Golaghat,Assam,12,17,10,76
Hailakandi,Assam,1,16,15,78
Hailakandi,Assam,2,18,20,75
Hailakandi,Assam,3,22,60,72
Hailakandi,Assam,4,26,120,75
Hailakandi,Assam,5,28,200,80
Hailakandi,Assam,6,29,320,88
Hailakandi,Assam,7,29,360,90
Hailakandi,Assam,8,29,310,89
Hailakandi,Assam,9,28,230,87
Hailakandi,Assam,10,26,120,82
Hailakandi,Assam,11,21,30,78
Hailakandi,Assam,12,17,10,76
Jorhat,Assam,1,16,15,78
Jorhat,Assam,2,18,20,75
Jorhat,Assam,3,22,60,72
Jorhat,Assam,4,26,120,75
Jorhat,Assam,5,28,200,80
Jorhat,Assam,6,29,320,88
Jorhat,Assam,7,29,360,90
Jorhat,Assam,8,29,310,89
Jorhat,Assam,9,28,230,87
Jorhat,Assam,10,26,120,82
Jorhat,Assam,11,21,30,78
Jorhat,Assam,12,17,10,76
Kamrup,Assam,1,16,15,78
Kamrup,Assam,2,18,20,75
Kamrup,Assam,3,22,60,72
Kamrup,Assam,4,26,120,75
Kamrup,Assam,5,28,200,80
Kamrup,Assam,6,29,320,88
Kamrup,Assam,7,29,360,90
Kamrup,Assam,8,29,310,89
Kamrup,Assam,9,28,230,87
Kamrup,Assam,10,26,120,82
Kamrup,Assam,11,21,30,78
Kamrup,Assam,12,17,10,76
Karbi Anglong,Assam,1,16,15,78
Karbi Anglong,Assam,2,18,20,75
Karbi Anglong,Assam,3,22,60,72
Karbi Anglong,Assam,4,26,120,75
Karbi Anglong,Assam,5,28,200,80
Karbi Anglong,Assam,6,29,320,88
Karbi Anglong,Assam,7,29,360,90
Karbi Anglong,Assam,8,29,310,89
Karbi Anglong,Assam,9,28,230,87
Karbi Anglong,Assam,10,26,120,82
Karbi Anglong,Assam,11,21,30,78
Karbi Anglong,Assam,12,17,10,76
Karimganj,Assam,1,16,15,78
Karimganj,Assam,2,18,20,75
Karimganj,Assam,3,22,60,72
Karimganj,Assam,4,26,120,75
Karimganj,Assam,5,28,200,80
Karimganj,Assam,6,29,320,88
Karimganj,Assam,7,29,360,90
Karimganj,Assam,8,29,310,89
Karimganj,Assam,9,28,230,87
Karimganj,Assam,10,26,120,82
Karimganj,Assam,11,21,30,78
Karimganj,Assam,12,17,10,76
Kokrajhar,Assam,1,16,15,78
Kokrajhar,Assam,2,18,20,75
Kokrajhar,Assam,3,22,60,72
Kokrajhar,Assam,4,26,120,75
Kokrajhar,Assam,5,28,200,80
Kokrajhar,Assam,6,29,320,88
Kokrajhar,Assam,7,29,360,90
Kokrajhar,Assam,8,29,310,89
Kokrajhar,Assam,9,28,230,87
Kokrajhar,Assam,10,26,120,82
Kokrajhar,Assam,11,21,30,78
Kokrajhar,Assam,12,17,10,76
Lakhimpur,Assam,1,16,15,78
Lakhimpur,Assam,2,18,20,75
Lakhimpur,Assam,3,22,60,72
Lakhimpur,Assam,4,26,120,75
Lakhimpur,Assam,5,28,200,80
Lakhimpur,Assam,6,29,320,88
Lakhimpur,Assam,7,29,360,90
Lakhimpur,Assam,8,29,310,89
Lakhimpur,Assam,9,28,230,87
Lakhimpur,Assam,10,26,120,82
Lakhimpur,Assam,11,21,30,78
Lakhimpur,Assam,12,17,10,76
Marigaon,Assam,1,16,15,78
Marigaon,Assam,2,18,20,75
Marigaon,Assam,3,22,60,72
Marigaon,Assam,4,26,120,75
Marigaon,Assam,5,28,200,80
Marigaon,Assam,6,29,320,88
Marigaon,Assam,7,29,360,90
Marigaon,Assam,8,29,310,89
Marigaon,Assam,9,28,230,87
Marigaon,Assam,10,26,120,82
Marigaon,Assam,11,21,30,78
Marigaon,Assam,12,17,10,76
Nagaon,Assam,1,16,15,78
Nagaon,Assam,2,18,20,75
Nagaon,Assam,3,22,60,72
Nagaon,Assam,4,26,120,75
Nagaon,Assam,5,28,200,80
Nagaon,Assam,6,29,320,88
Nagaon,Assam,7,29,360,90
Nagaon,Assam,8,29,310,89
Nagaon,Assam,9,28,230,87
Nagaon,Assam,10,26,120,82
Nagaon,Assam,11,21,30,78
Nagaon,Assam,12,17,10,76
Nalbari,Assam,1,16,15,78
Nalbari,Assam,2,18,20,75
Nalbari,Assam,3,22,60,72
Nalbari,Assam,4,26,120,75
Nalbari,Assam,5,28,200,80
Nalbari,Assam,6,29,320,88
Nalbari,Assam,7,29,360,90
Nalbari,Assam,8,29,310,89
Nalbari,Assam,9,28,230,87
Nalbari,Assam,10,26,120,82
Nalbari,Assam,11,21,30,78
Nalbari,Assam,12,17,10,76
North Cachar Hills,Assam,1,16,15,78
North Cachar Hills,Assam,2,18,20,75
North Cachar Hills,Assam,3,22,60,72
North Cachar Hills,Assam,4,26,120,75
North Cachar Hills,Assam,5,28,200,80
North Cachar Hills,Assam,6,29,320,88
North Cachar Hills,Assam,7,29,360,90
North Cachar Hills,Assam,8,29,310,89
North Cachar Hills,Assam,9,28,230,87
North Cachar Hills,Assam,10,26,120,82
North Cachar Hills,Assam,11,21,30,78
North Cachar Hills,Assam,12,17,10,76
Sibsagar,Assam,1,16,15,78
Sibsagar,Assam,2,18,20,75
Sibsagar,Assam,3,22,60,72
Sibsagar,Assam,4,26,120,75
Sibsagar,Assam,5,28,200,80
Sibsagar,Assam,6,29,320,88
Sibsagar,Assam,7,29,360,90
Sibsagar,Assam,8,29,310,89
Sibsagar,Assam,9,28,230,87
Sibsagar,Assam,10,26,120,82
Sibsagar,Assam,11,21,30,78
Sibsagar,Assam,12,17,10,76
Sonitpur,Assam,1,16,15,78
Sonitpur,Assam,2,18,20,75
Sonitpur,Assam,3,22,60,72
Sonitpur,Assam,4,26,120,75
Sonitpur,Assam,5,28,200,80
Sonitpur,Assam,6,29,320,88
Sonitpur,Assam,7,29,360,90
Sonitpur,Assam,8,29,310,89
Sonitpur,Assam,9,28,230,87
Sonitpur,Assam,10,26,120,82
Sonitpur,Assam,11,21,30,78
Sonitpur,Assam,12,17,10,76
Tinsukia,Assam,1,16,15,78
Tinsukia,Assam,2,18,20,75
Tinsukia,Assam,3,22,60,72
Tinsukia,Assam,4,26,120,75
Tinsukia,Assam,5,28,200,80
Tinsukia,Assam,6,29,320,88
Tinsukia,Assam,7,29,360,90
Tinsukia,Assam,8,29,310,89
Tinsukia,Assam,9,28,230,87
Tinsukia,Assam,10,26,120,82
Tinsukia,Assam,11,21,30,78
Tinsukia,Assam,12,17,10,76
Araria,Bihar,1,16,15,68
Araria,Bihar,2,19,15,62
Araria,Bihar,3,24,10,55
Araria,Bihar,4,30,10,50
Araria,Bihar,5,34,25,48
Araria,Bihar,6,33,120,68
Araria,Bihar,7,30,240,82
Araria,Bihar,8,29,260,84
Araria,Bihar,9,29,180,80
Araria,Bihar,10,27,50,70
Araria,Bihar,11,21,10,62
Araria,Bihar,12,16,5,65
Aurangabad,Bihar,1,16,15,68
Aurangabad,Bihar,2,19,15,62
Aurangabad,Bihar,3,24,10,55
Aurangabad,Bihar,4,30,10,50
Aurangabad,Bihar,5,34,25,48
Aurangabad,Bihar,6,33,120,68
Aurangabad,Bihar,7,30,240,82
Aurangabad,Bihar,8,29,260,84
Aurangabad,Bihar,9,29,180,80
Aurangabad,Bihar,10,27,50,70
Aurangabad,Bihar,11,21,10,62
Aurangabad,Bihar,12,16,5,65
Banka,Bihar,1,16,15,68
Banka,Bihar,2,19,15,62
Banka,Bihar,3,24,10,55
Banka,Bihar,4,30,10,50
Banka,Bihar,5,34,25,48
Banka,Bihar,6,33,120,68
Banka,Bihar,7,30,240,82
Banka,Bihar,8,29,260,84
Banka,Bihar,9,29,180,80
Banka,Bihar,10,27,50,70
Banka,Bihar,11,21,10,62
Banka,Bihar,12,16,5,65
Begusarai,Bihar,1,16,15,68
Begusarai,Bihar,2,19,15,62
Begusarai,Bihar,3,24,10,55
Begusarai,Bihar,4,30,10,50
Begusarai,Bihar,5,34,25,48
Begusarai,Bihar,6,33,120,68
Begusarai,Bihar,7,30,240,82
Begusarai,Bihar,8,29,260,84
Begusarai,Bihar,9,29,180,80
Begusarai,Bihar,10,27,50,70
Begusarai,Bihar,11,21,10,62
Begusarai,Bihar,12,16,5,65
Bhabua,Bihar,1,16,15,68
Bhabua,Bihar,2,19,15,62
Bhabua,Bihar,3,24,10,55
Bhabua,Bihar,4,30,10,50
Bhabua,Bihar,5,34,25,48
Bhabua,Bihar,6,33,120,68
Bhabua,Bihar,7,30,240,82
Bhabua,Bihar,8,29,260,84
Bhabua,Bihar,9,29,180,80
Bhabua,Bihar,10,27,50,70
Bhabua,Bihar,11,21,10,62
Bhabua,Bihar,12,16,5,65
Bhagalpur,Bihar,1,16,15,68
Bhagalpur,Bihar,2,19,15,62
Bhagalpur,Bihar,3,24,10,55
Bhagalpur,Bihar,4,30,10,50
Bhagalpur,Bihar,5,34,25,48
Bhagalpur,Bihar,6,33,120,68
Bhagalpur,Bihar,7,30,240,82
Bhagalpur,Bihar,8,29,260,84
Bhagalpur,Bihar,9,29,180,80
Bhagalpur,Bihar,10,27,50,70
Bhagalpur,Bihar,11,21,10,62
Bhagalpur,Bihar,12,16,5,65
Bhojpur,Bihar,1,16,15,68
Bhojpur,Bihar,2,19,15,62
Bhojpur,Bihar,3,24,10,55
Bhojpur,Bihar,4,30,10,50
Bhojpur,Bihar,5,34,25,48
Bhojpur,Bihar,6,33,120,68
Bhojpur,Bihar,7,30,240,82
Bhojpur,Bihar,8,29,260,84
Bhojpur,Bihar,9,29,180,80
Bhojpur,Bihar,10,27,50,70
Bhojpur,Bihar,11,21,10,62
Bhojpur,Bihar,12,16,5,65
Buxar,Bihar,1,16,15,68
Buxar,Bihar,2,19,15,62
Buxar,Bihar,3,24,10,55
Buxar,Bihar,4,30,10,50
Buxar,Bihar,5,34,25,48
Buxar,Bihar,6,33,120,68
Buxar,Bihar,7,30,240,82
Buxar,Bihar,8,29,260,84
Buxar,Bihar,9,29,180,80
Buxar,Bihar,10,27,50,70
Buxar,Bihar,11,21,10,62
Buxar,Bihar,12,16,5,65
Darbhanga,Bihar,1,16,15,68
Darbhanga,Bihar,2,19,15,62
Darbhanga,Bihar,3,24,10,55
Darbhanga,Bihar,4,30,10,50
Darbhanga,Bihar,5,34,25,48
Darbhanga,Bihar,6,33,120,68
Darbhanga,Bihar,7,30,240,82
Darbhanga,Bihar,8,29,260,84
Darbhanga,Bihar,9,29,180,80
Darbhanga,Bihar,10,27,50,70
Darbhanga,Bihar,11,21,10,62
Darbhanga,Bihar,12,16,5,65
Gaya,Bihar,1,16,15,68
Gaya,Bihar,2,19,15,62
Gaya,Bihar,3,24,10,55
Gaya,Bihar,4,30,10,50
Gaya,Bihar,5,34,25,48
Gaya,Bihar,6,33,120,68
Gaya,Bihar,7,30,240,82
Gaya,Bihar,8,29,260,84
Gaya,Bihar,9,29,180,80
Gaya,Bihar,10,27,50,70
Gaya,Bihar,11,21,10,62
Gaya,Bihar,12,16,5,65
Gopalganj,Bihar,1,16,15,68
Gopalganj,Bihar,2,19,15,62
Gopalganj,Bihar,3,24,10,55
Gopalganj,Bihar,4,30,10,50
Gopalganj,Bihar,5,34,25,48
Gopalganj,Bihar,6,33,120,68
Gopalganj,Bihar,7,30,240,82
Gopalganj,Bihar,8,29,260,84
Gopalganj,Bihar,9,29,180,80
Gopalganj,Bihar,10,27,50,70
Gopalganj,Bihar,11,21,10,62
Gopalganj,Bihar,12,16,5,65
Jamui,Bihar,1,16,15,68
Jamui,Bihar,2,19,15,62
Jamui,Bihar,3,24,10,55
Jamui,Bihar,4,30,10,50
Jamui,Bihar,5,34,25,48
Jamui,Bihar,6,33,120,68
Jamui,Bihar,7,30,240,82
Jamui,Bihar,8,29,260,84
Jamui,Bihar,9,29,180,80
Jamui,Bihar,10,27,50,70
Jamui,Bihar,11,21,10,62
Jamui,Bihar,12,16,5,65
Jehanabad,Bihar,1,16,15,68
Jehanabad,Bihar,2,19,15,62
Jehanabad,Bihar,3,24,10,55
Jehanabad,Bihar,4,30,10,50
Jehanabad,Bihar,5,34,25,48
Jehanabad,Bihar,6,33,120,68
Jehanabad,Bihar,7,30,240,82
Jehanabad,Bihar,8,29,260,84
Jehanabad,Bihar,9,29,180,80
Jehanabad,Bihar,10,27,50,70
Jehanabad,Bihar,11,21,10,62
Jehanabad,Bihar,12,16,5,65
Katihar,Bihar,1,16,15,68
Katihar,Bihar,2,19,15,62
Katihar,Bihar,3,24,10,55
Katihar,Bihar,4,30,10,50
Katihar,Bihar,5,34,25,48
Katihar,Bihar,6,33,120,68
Katihar,Bihar,7,30,240,82
Katihar,Bihar,8,29,260,84
Katihar,Bihar,9,29,180,80
Katihar,Bihar,10,27,50,70
Katihar,Bihar,11,21,10,62
Katihar,Bihar,12,16,5,65
Khagaria,Bihar,1,16,15,68
Khagaria,Bihar,2,19,15,62
Khagaria,Bihar,3,24,10,55
Khagaria,Bihar,4,30,10,50
Khagaria,Bihar,5,34,25,48
Khagaria,Bihar,6,33,120,68
Khagaria,Bihar,7,30,240,82
Khagaria,Bihar,8,29,260,84
Khagaria,Bihar,9,29,180,80
Khagaria,Bihar,10,27,50,70
Khagaria,Bihar,11,21,10,62
Khagaria,Bihar,12,16,5,65
Kishanganj,Bihar,1,16,15,68
Kishanganj,Bihar,2,19,15,62
Kishanganj,Bihar,3,24,10,55
Kishanganj,Bihar,4,30,10,50
Kishanganj,Bihar,5,34,25,48
Kishanganj,Bihar,6,33,120,68
Kishanganj,Bihar,7,30,240,82
Kishanganj,Bihar,8,29,260,84
Kishanganj,Bihar,9,29,180,80
Kishanganj,Bihar,10,27,50,70
Kishanganj,Bihar,11,21,10,62
Kishanganj,Bihar,12,16,5,65
Lakhisarai,Bihar,1,16,15,68
Lakhisarai,Bihar,2,19,15,62
Lakhisarai,Bihar,3,24,10,55
Lakhisarai,Bihar,4,30,10,50
Lakhisarai,Bihar,5,34,25,48
Lakhisarai,Bihar,6,33,120,68
Lakhisarai,Bihar,7,30,240,82
Lakhisarai,Bihar,8,29,260,84
Lakhisarai,Bihar,9,29,180,80
Lakhisarai,Bihar,10,27,50,70
Lakhisarai,Bihar,11,21,10,62
Lakhisarai,Bihar,12,16,5,65
Madhepura,Bihar,1,16,15,68
Madhepura,Bihar,2,19,15,62
Madhepura,Bihar,3,24,10,55
Madhepura,Bihar,4,30,10,50
Madhepura,Bihar,5,34,25,48
Madhepura,Bihar,6,33,120,68
Madhepura,Bihar,7,30,240,82
Madhepura,Bihar,8,29,260,84
Madhepura,Bihar,9,29,180,80
Madhepura,Bihar,10,27,50,70
Madhepura,Bihar,11,21,10,62
Madhepura,Bihar,12,16,5,65
Madhubani,Bihar,1,16,15,68
Madhubani,Bihar,2,19,15,62
Madhubani,Bihar,3,24,10,55
Madhubani,Bihar,4,30,10,50
Madhubani,Bihar,5,34,25,48
Madhubani,Bihar,6,33,120,68
Madhubani,Bihar,7,30,240,82
Madhubani,Bihar,8,29,260,84
Madhubani,Bihar,9,29,180,80
Madhubani,Bihar,10,27,50,70
Madhubani,Bihar,11,21,10,62
Madhubani,Bihar,12,16,5,65
Munger,Bihar,1,16,15,68
Munger,Bihar,2,19,15,62
Munger,Bihar,3,24,10,55
Munger,Bihar,4,30,10,50
Munger,Bihar,5,34,25,48
Munger,Bihar,6,33,120,68
Munger,Bihar,7,30,240,82
Munger,Bihar,8,29,260,84
Munger,Bihar,9,29,180,80
Munger,Bihar,10,27,50,70
Munger,Bihar,11,21,10,62
Munger,Bihar,12,16,5,65
Muzaffarpur,Bihar,1,16,15,68
Muzaffarpur,Bihar,2,19,15,62
Muzaffarpur,Bihar,3,24,10,55
Muzaffarpur,Bihar,4,30,10,50
Muzaffarpur,Bihar,5,34,25,48
Muzaffarpur,Bihar,6,33,120,68
Muzaffarpur,Bihar,7,30,240,82
Muzaffarpur,Bihar,8,29,260,84
Muzaffarpur,Bihar,9,29,180,80
Muzaffarpur,Bihar,10,27,50,70
Muzaffarpur,Bihar,11,21,10,62
Muzaffarpur,Bihar,12,16,5,65
Nalanda,Bihar,1,16,15,68
Nalanda,Bihar,2,19,15,62
Nalanda,Bihar,3,24,10,55
Nalanda,Bihar,4,30,10,50
Nalanda,Bihar,5,34,25,48
Nalanda,Bihar,6,33,120,68
Nalanda,Bihar,7,30,240,82
Nalanda,Bihar,8,29,260,84
Nalanda,Bihar,9,29,180,80
Nalanda,Bihar,10,27,50,70
Nalanda,Bihar,11,21,10,62
Nalanda,Bihar,12,16,5,65
Nawada,Bihar,1,16,15,68
Nawada,Bihar,2,19,15,62
Nawada,Bihar,3,24,10,55
Nawada,Bihar,4,30,10,50
Nawada,Bihar,5,34,25,48
Nawada,Bihar,6,33,120,68
Nawada,Bihar,7,30,240,82
Nawada,Bihar,8,29,260,84
Nawada,Bihar,9,29,180,80
Nawada,Bihar,10,27,50,70
Nawada,Bihar,11,21,10,62
Nawada,Bihar,12,16,5,65
Pashchim Champaran,Bihar,1,16,15,68
Pashchim Champaran,Bihar,2,19,15,62
Pashchim Champaran,Bihar,3,24,10,55
Pashchim Champaran,Bihar,4,30,10,50
Pashchim Champaran,Bihar,5,34,25,48
Pashchim Champaran,Bihar,6,33,120,68
Pashchim Champaran,Bihar,7,30,240,82
Pashchim Champaran,Bihar,8,29,260,84
Pashchim Champaran,Bihar,9,29,180,80
Pashchim Champaran,Bihar,10,27,50,70
Pashchim Champaran,Bihar,11,21,10,62
Pashchim Champaran,Bihar,12,16,5,65
Patna,Bihar,1,16,15,68
Patna,Bihar,2,19,15,62
Patna,Bihar,3,24,10,55
Patna,Bihar,4,30,10,50
Patna,Bihar,5,34,25,48
Patna,Bihar,6,33,120,68
Patna,Bihar,7,30,240,82
Patna,Bihar,8,29,260,84
Patna,Bihar,9,29,180,80
Patna,Bihar,10,27,50,70
Patna,Bihar,11,21,10,62
Patna,Bihar,12,16,5,65
Purba Champaran,Bihar,1,16,15,68
Purba Champaran,Bihar,2,19,15,62
Purba Champaran,Bihar,3,24,10,55
Purba Champaran,Bihar,4,30,10,50
Purba Champaran,Bihar,5,34,25,48
Purba Champaran,Bihar,6,33,120,68
Purba Champaran,Bihar,7,30,240,82
Purba Champaran,Bihar,8,29,260,84
Purba Champaran,Bihar,9,29,180,80
Purba Champaran,Bihar,10,27,50,70
Purba Champaran,Bihar,11,21,10,62
Purba Champaran,Bihar,12,16,5,65
Purnia,Bihar,1,16,15,68
Purnia,Bihar,2,19,15,62
Purnia,Bihar,3,24,10,55
Purnia,Bihar,4,30,10,50
Purnia,Bihar,5,34,25,48
Purnia,Bihar,6,33,120,68
Purnia,Bihar,7,30,240,82
Purnia,Bihar,8,29,260,84
Purnia,Bihar,9,29,180,80
Purnia,Bihar,10,27,50,70
Purnia,Bihar,11,21,10,62
Purnia,Bihar,12,16,5,65
Rohtas,Bihar,1,16,15,68
Rohtas,Bihar,2,19,15,62
Rohtas,Bihar,3,24,10,55
Rohtas,Bihar,4,30,10,50
Rohtas,Bihar,5,34,25,48
Rohtas,Bihar,6,33,120,68
Rohtas,Bihar,7,30,240,82
Rohtas,Bihar,8,29,260,84
Rohtas,Bihar,9,29,180,80
Rohtas,Bihar,10,27,50,70
Rohtas,Bihar,11,21,10,62
Rohtas,Bihar,12,16,5,65
Saharsa,Bihar,1,16,15,68
Saharsa,Bihar,2,19,15,62
Saharsa,Bihar,3,24,10,55
Saharsa,Bihar,4,30,10,50
Saharsa,Bihar,5,34,25,48
Saharsa,Bihar,6,33,120,68
Saharsa,Bihar,7,30,240,82
Saharsa,Bihar,8,29,260,84
Saharsa,Bihar,9,29,180,80
Saharsa,Bihar,10,27,50,70
Saharsa,Bihar,11,21,10,62
Saharsa,Bihar,12,16,5,65
Samastipur,Bihar,1,16,15,68
Samastipur,Bihar,2,19,15,62
Samastipur,Bihar,3,24,10,55
Samastipur,Bihar,4,30,10,50
Samastipur,Bihar,5,34,25,48
Samastipur,Bihar,6,33,120,68
Samastipur,Bihar,7,30,240,82
Samastipur,Bihar,8,29,260,84
Samastipur,Bihar,9,29,180,80
Samastipur,Bihar,10,27,50,70
Samastipur,Bihar,11,21,10,62
Samastipur,Bihar,12,16,5,65
Saran,Bihar,1,16,15,68
Saran,Bihar,2,19,15,62
Saran,Bihar,3,24,10,55
Saran,Bihar,4,30,10,50
Saran,Bihar,5,34,25,48
Saran,Bihar,6,33,120,68
Saran,Bihar,7,30,240,82
Saran,Bihar,8,29,260,84
Saran,Bihar,9,29,180,80
Saran,Bihar,10,27,50,70
Saran,Bihar,11,21,10,62
Saran,Bihar,12,16,5,65
Sheikhpura,Bihar,1,16,15,68
Sheikhpura,Bihar,2,19,15,62
Sheikhpura,Bihar,3,24,10,55
Sheikhpura,Bihar,4,30,10,50
Sheikhpura,Bihar,5,34,25,48
Sheikhpura,Bihar,6,33,120,68
Sheikhpura,Bihar,7,30,240,82
Sheikhpura,Bihar,8,29,260,84
Sheikhpura,Bihar,9,29,180,80
Sheikhpura,Bihar,10,27,50,70
Sheikhpura,Bihar,11,21,10,62
Sheikhpura,Bihar,12,16,5,65
Sheohar,Bihar,1,16,15,68
Sheohar,Bihar,2,19,15,62
Sheohar,Bihar,3,24,10,55
Sheohar,Bihar,4,30,10,50
Sheohar,Bihar,5,34,25,48
Sheohar,Bihar,6,33,120,68
Sheohar,Bihar,7,30,240,82
Sheohar,Bihar,8,29,260,84
Sheohar,Bihar,9,29,180,80
Sheohar,Bihar,10,27,50,70
Sheohar,Bihar,11,21,10,62
Sheohar,Bihar,12,16,5,65
Sitamarhi,Bihar,1,16,15,68
Sitamarhi,Bihar,2,19,15,62
Sitamarhi,Bihar,3,24,10,55
Sitamarhi,Bihar,4,30,10,50
Sitamarhi,Bihar,5,34,25,48
Sitamarhi,Bihar,6,33,120,68
Sitamarhi,Bihar,7,30,240,82
Sitamarhi,Bihar,8,29,260,84
Sitamarhi,Bihar,9,29,180,80
Sitamarhi,Bihar,10,27,50,70
Sitamarhi,Bihar,11,21,10,62
Sitamarhi,Bihar,12,16,5,65
Siwan,Bihar,1,16,15,68
Siwan,Bihar,2,19,15,62
Siwan,Bihar,3,24,10,55
Siwan,Bihar,4,30,10,50
Siwan,Bihar,5,34,25,48
Siwan,Bihar,6,33,120,68
Siwan,Bihar,7,30,240,82
Siwan,Bihar,8,29,260,84
Siwan,Bihar,9,29,180,80
Siwan,Bihar,10,27,50,70
Siwan,Bihar,11,21,10,62
Siwan,Bihar,12,16,5,65
Supaul,Bihar,1,16,15,68
Supaul,Bihar,2,19,15,62
Supaul,Bihar,3,24,10,55
Supaul,Bihar,4,30,10,50
Supaul,Bihar,5,34,25,48
Supaul,Bihar,6,33,120,68
Supaul,Bihar,7,30,240,82
Supaul,Bihar,8,29,260,84
Supaul,Bihar,9,29,180,80
Supaul,Bihar,10,27,50,70
Supaul,Bihar,11,21,10,62
Supaul,Bihar,12,16,5,65
Vaishali,Bihar,1,16,15,68
Vaishali,Bihar,2,19,15,62
Vaishali,Bihar,3,24,10,55
Vaishali,Bihar,4,30,10,50
Vaishali,Bihar,5,34,25,48
Vaishali,Bihar,6,33,120,68
Vaishali,Bihar,7,30,240,82
Vaishali,Bihar,8,29,260,84
Vaishali,Bihar,9,29,180,80
Vaishali,Bihar,10,27,50,70
Vaishali,Bihar,11,21,10,62
Vaishali,Bihar,12,16,5,65
Chandigarh,Chandigarh,1,12,30,72
Chandigarh,Chandigarh,2,14,25,65
Chandigarh,Chandigarh,3,19,20,58
Chandigarh,Chandigarh,4,25,15,50
Chandigarh,Chandigarh,5,30,20,45
Chandigarh,Chandigarh,6,32,60,60
Chandigarh,Chandigarh,7,30,120,75
Chandigarh,Chandigarh,8,29,110,78
Chandigarh,Chandigarh,9,27,70,72
Chandigarh,Chandigarh,10,23,20,62
Chandigarh,Chandigarh,11,17,10,65
Chandigarh,Chandigarh,12,12,20,70
Bastar,Chhattisgarh,1,18,15,62
Bastar,Chhattisgarh,2,21,15,55
Bastar,Chhattisgarh,3,26,15,48
Bastar,Chhattisgarh,4,31,10,42
Bastar,Chhattisgarh,5,35,20,42
Bastar,Chhattisgarh,6,32,150,70
Bastar,Chhattisgarh,7,28,300,84
Bastar,Chhattisgarh,8,27,280,85
Bastar,Chhattisgarh,9,27,200,80
Bastar,Chhattisgarh,10,26,60,68
Bastar,Chhattisgarh,11,21,15,58
Bastar,Chhattisgarh,12,17,5,60
Bilaspur,Chhattisgarh,1,18,15,62
Bilaspur,Chhattisgarh,2,21,15,55
Bilaspur,Chhattisgarh,3,26,15,48
Bilaspur,Chhattisgarh,4,31,10,42
Bilaspur,Chhattisgarh,5,35,20,42
Bilaspur,Chhattisgarh,6,32,150,70
Bilaspur,Chhattisgarh,7,28,300,84
Bilaspur,Chhattisgarh,8,27,280,85
Bilaspur,Chhattisgarh,9,27,200,80
Bilaspur,Chhattisgarh,10,26,60,68
Bilaspur,Chhattisgarh,11,21,15,58
Bilaspur,Chhattisgarh,12,17,5,60
Dantewada,Chhattisgarh,1,18,15,62
Dantewada,Chhattisgarh,2,21,15,55
Dantewada,Chhattisgarh,3,26,15,48
Dantewada,Chhattisgarh,4,31,10,42
Dantewada,Chhattisgarh,5,35,20,42
Dantewada,Chhattisgarh,6,32,150,70
Dantewada,Chhattisgarh,7,28,300,84
Dantewada,Chhattisgarh,8,27,280,85
Dantewada,Chhattisgarh,9,27,200,80
Dantewada,Chhattisgarh,10,26,60,68
Dantewada,Chhattisgarh,11,21,15,58
Dantewada,Chhattisgarh,12,17,5,60
Dhamtari,Chhattisgarh,1,18,15,62
Dhamtari,Chhattisgarh,2,21,15,55
Dhamtari,Chhattisgarh,3,26,15,48
Dhamtari,Chhattisgarh,4,31,10,42
Dhamtari,Chhattisgarh,5,35,20,42
Dhamtari,Chhattisgarh,6,32,150,70
Dhamtari,Chhattisgarh,7,28,300,84
Dhamtari,Chhattisgarh,8,27,280,85
Dhamtari,Chhattisgarh,9,27,200,80
Dhamtari,Chhattisgarh,10,26,60,68
Dhamtari,Chhattisgarh,11,21,15,58
Dhamtari,Chhattisgarh,12,17,5,60
Durg,Chhattisgarh,1,18,15,62
Durg,Chhattisgarh,2,21,15,55
Durg,Chhattisgarh,3,26,15,48
Durg,Chhattisgarh,4,31,10,42
Durg,Chhattisgarh,5,35,20,42
Durg,Chhattisgarh,6,32,150,70
Durg,Chhattisgarh,7,28,300,84
Durg,Chhattisgarh,8,27,280,85
Durg,Chhattisgarh,9,27,200,80
Durg,Chhattisgarh,10,26,60,68
Durg,Chhattisgarh,11,21,15,58
Durg,Chhattisgarh,12,17,5,60
Janjgir-Champa,Chhattisgarh,1,18,15,62
Janjgir-Champa,Chhattisgarh,2,21,15,55
Janjgir-Champa,Chhattisgarh,3,26,15,48
Janjgir-Champa,Chhattisgarh,4,31,10,42
Janjgir-Champa,Chhattisgarh,5,35,20,42
Janjgir-Champa,Chhattisgarh,6,32,150,70
Janjgir-Champa,Chhattisgarh,7,28,300,84
Janjgir-Champa,Chhattisgarh,8,27,280,85
Janjgir-Champa,Chhattisgarh,9,27,200,80
Janjgir-Champa,Chhattisgarh,10,26,60,68
Janjgir-Champa,Chhattisgarh,11,21,15,58
Janjgir-Champa,Chhattisgarh,12,17,5,60
Jashpur,Chhattisgarh,1,18,15,62
Jashpur,Chhattisgarh,2,21,15,55
Jashpur,Chhattisgarh,3,26,15,48
Jashpur,Chhattisgarh,4,31,10,42
